,datetime,notification_type,notification_title,email_body,outage
296,2015-09-09 04:00:00,Utility,Power Outage - Tilden Loop (BK),"Notification issued 9/9/15 at 4:00 AM. Con Edison is responding to a power outage in the Tilden Loop section of Brooklyn, including parts of ZIP codes 11203 and 11236. To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308. To view this message in American Sign Language (ASL) with audio and subtitles, please visit: http://www.youtube.com/watch?v=9FrinpULu74.",1
297,2015-09-07 19:00:00,Utility,Power Outage - Richmondtown (SI),"Notification issued 9/7/15 at 7:02 PM. Con Edison is responding to a power outage in the Richmondtown section of Staten Island, including parts of ZIP codes 10308 and 10312. To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308. To view this message in American Sign Language (ASL) with audio and subtitles, please visit: http://www.youtube.com/watch?v=9FrinpULu74.",1
298,2015-09-05 20:00:00,Utility,Power Outage - 108th St & Sutter Ave (QN),"Notification issued 9/5/15 at 8:45 PM. Con Edison is responding to a power outage in the South Ozone Park section of Queens, including parts of ZIP code 11417 and 11420 . To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308. To view this message in American Sign Language (ASL) with audio and subtitles, please visit: http://www.youtube.com/watch?v=9FrinpULu74.",1
299,2015-08-31 21:00:00,Utility,Manhole Fires & Power Outage - Bedford Ave & Wallabout St (BK),"Notification issued 8/31/15 at 9:25 PM. Due to multiple manhole fires resulting in a power outage expect an increased presence of emergency personnel and traffic disruptions in the area of Bedford Ave & Wallabout St in Brooklyn. Please avoid the area if possible. 

To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308. Sign Language (ASL) with audio and subtitles, please visit: http://bit.ly/1u2Z88W.",1
300,2015-08-19 19:00:00,Utility,Power Outage - Jackson Heights (QN),"Notification issued 8/19/15 at 7:22 PM. Con Edison is responding to a power outage in the Jackson Heights section of Queens, including parts of ZIP code 11372. To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308. To view this message in American Sign Language (ASL) with audio and subtitles, please visit: http://www.youtube.com/watch?v=9FrinpULu74.",1
301,2015-08-19 07:00:00,Utility,Power Outage - Middle Village (QN),"Notification issued 8/19/15 at 7:52 AM. Con Edison is responding to a power outage in the Middle Village section of Queens including ZIP code 11373. To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308. Sign Language (ASL) with audio and subtitles, please visit: http://bit.ly/1u2Z88W.",1
302,2015-08-13 09:00:00,Utility,Power Outage - Gravesend (BK),"Notification issued 8/13/15 at 9:55 AM. Con Edison is responding to a power outage in the Gravesend section of Brooklyn including ZIP code 11229. To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308. Sign Language (ASL) with audio and subtitles, please visit: http://bit.ly/1u2Z88W.",1
303,2015-08-11 09:00:00,Utility,Power Outage - Hollis Section (QN),"Notification issued 8/11/15 at 9:22 AM. Con Edison is responding to a power outage in the Hollis section of Queens including ZIP codes 11426 and 11428. To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308. Sign Language (ASL) with audio and subtitles, please visit: http://bit.ly/1u2Z88W.",1
304,2015-08-09 01:00:00,Utility,Power Outage - Greenridge (SI),"Notification issued 8/9/15 at 1:08 AM. Con Edison is responding to a power outage in the Greenridge section of Staten Island including zip code 10314. To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308. Sign Language (ASL) with audio and subtitles, please visit: http://bit.ly/1u2Z88W",1
305,2015-08-06 18:00:00,Utility,Power Outage - Kips Bay (MN),"Notification issued 8/6/15 at 6:10 PM. Con Edison is responding to a power outage in the Kips Bay section of Manhattan. To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308.",1
306,2015-07-30 20:00:00,Utility,Power Outage - Manhattan 10014 (MN),"Notification issued 7/30/15 at 8:58 PM. Con Edison is responding to a power outage in Manhattan in the zip code of 10014. To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308. To view this message in American Sign Language (ASL) with audio and subtitles, please visit: http://www.youtube.com/watch?v=9FrinpULu74.",1
